Date/Time,ABF:Zone Mean Air Temperature [C](Hourly),ANTEROOM:Zone Mean Air Temperature [C](Hourly),FREEZER1:Zone Mean Air Temperature [C](Hourly),FREEZER2:Zone Mean Air Temperature [C](Hourly),FREEZER3:Zone Mean Air Temperature [C](Hourly),FREEZER4:Zone Mean Air Temperature [C](Hourly),GUDANG:Zone Mean Air Temperature [C](Hourly),ABF IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),ANTEROOM IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly),FREEZER4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](Hourly) 
 02/21  04:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.044393843287573,12690376.782148907,470098.01712858886,29630714.453259297,29876834.64987628,29011654.504903067,29264262.923803065 
 02/21  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.98184485265932,12678248.02631692,450716.3820838058,29578710.148547012,29824240.26210606,28958137.789206177,29210088.61747061 
 02/21  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.923544731379527,12668176.883670699,435150.4589225008,29552225.115191206,29797266.74567547,28930397.947786093,29181803.45136062 
 02/21  07:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,14.868468750569804,12659623.054042242,427595.0749902511,29496907.66681227,29741552.59995193,28873968.805399977,29124928.95040316 
 02/21  08:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.817892496784483,41870657.65336832,44237111.91889326,29483237.537348315,29727836.04467786,28859359.318075493,29110279.347250804 
 02/21  09:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.784887250809808,42055907.475570366,48148521.56356585,29562256.964939907,29809770.692705818,28950973.49468328,29205308.579160377 
 02/21  10:00:00,-40.0,4.0,-18.000000000000004,-18.000000000000004,-18.000000000000004,-18.0,14.795090947183667,42260403.20291403,49119547.41902265,29790341.336544096,30045033.7221928,29215615.338258334,29478383.957608443 
 02/21  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.86198945128649,42526367.22037822,50305400.62353052,30088823.314977966,30351203.768999554,29555350.77002426,29827211.212453365 
 02/21  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.974633490411358,42763571.491519816,51215031.33480826,30346304.137136713,30614339.52523875,29841793.95261435,30120312.023376413 
 02/21  13:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.10933795548241,42947895.05938709,51874610.341424726,30542914.558602028,30814517.920023922,30048719.055445094,30331204.46501123 
 02/21  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.247274860036468,43133879.69953422,52636654.22493294,30746725.69437899,31020375.656990495,30246947.65082724,30531369.127467107 
 02/21  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.384375118593747,43199882.82122884,52721924.149286024,30803479.89931452,31077936.430072807,30293394.835937016,30578347.065715004 
 02/21  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.513396795160348,43206396.77899663,52439201.57555898,30788032.593957085,31061812.726885676,30269027.930328354,30553039.766874164 
 02/21  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.601966764442272,43203324.49918222,52353749.76484434,30776699.223383293,31047656.618587222,30246935.643134534,30527752.786485896 
 02/21  18:00:00,-40.0,4.0,-18.0,-18.000000000000004,-17.999999999999996,-18.000000000000004,15.604993344997508,13181945.882243782,1557086.222566152,30540536.788700435,30806503.09103489,29992081.31669784,30267239.05709423 
 02/21  19:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,15.539989616882151,13033771.636114947,1062605.7571159473,30361651.417480018,30622810.596291367,29796574.69410994,30066284.074101996 
 02/21  20:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.461137770267998,12959734.120327896,860600.5424616844,30261434.587383807,30519046.892220613,29684243.11355014,29949939.436284833 
 02/21  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.380692755457902,12897661.365466002,746916.0776081423,30146189.96636629,30400929.251218066,29559171.50819695,29821622.338858604 
 02/21  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.301992545270904,12847328.751252353,671701.1118257763,30013226.945742875,30265587.478065174,29418449.190647513,29678225.46055528 
 02/21  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.227506053872176,12807742.786017956,618279.8454740789,29879053.98700381,30129368.36878332,29278092.62303045,29535583.281456713 
 02/21  24:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.157853085228824,12776641.661473311,581154.0760767232,29769122.47559182,30017763.751979597,29163135.10678341,29418757.382658817 
 02/22  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.092067047133602,12752175.918818288,549001.1301284386,29711894.847675618,29959329.45064544,29101241.880193017,29355479.78815428 
 02/22  02:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.0294599420551,12733227.104219902,523789.5137293546,29670884.211475722,29917487.372542486,29056021.040123843,29309269.424890332 
 02/22  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.970696813877916,12718669.649579873,501170.9091534848,29617084.10332623,29863081.646920957,28998836.257516112,29251351.22974489 
 02/22  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.916407843559876,12707616.3112472,474781.0568972429,29518746.13197,29764282.303993896,28898214.87735638,29150176.111846417 
 02/22  05:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,14.866455319632744,12697167.721741319,456206.64415764273,29388093.082687058,29633225.159347393,28766271.9475652,29017770.140595846 
 02/22  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.819402614110599,12685857.3375001,441598.6570280666,29443491.918480303,29688275.985838022,28820716.744479157,29071822.83096022 
 02/22  07:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,14.774404459744291,12675370.57027109,432786.58781666984,29564101.69079879,29808614.532964967,28940395.90561106,29191189.380255878 
 02/22  08:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-17.999999999999996,14.732774726900717,41742161.50039105,43313068.324326254,29322745.50643867,29567084.41982713,28697515.273867097,28948116.548683174 
 02/22  09:00:00,-39.99999999999999,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.701789754710214,42009307.63557378,47637818.08982181,29489970.570274077,29734585.44154674,28865424.426210254,29116396.626520827 
 02/22  10:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.695683189354376,42560421.15511422,50666118.8977125,30127104.40762128,30373400.06552773,29513392.85682803,29766448.371565163 
 02/22  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.736804342828975,43149251.60451505,53694426.419511706,30798655.951673664,31049162.229141522,30211342.639404453,30469513.859968025 
 02/22  12:00:00,-40.00000000000001,3.9999999999999996,-18.0,-18.0,-18.0,-17.999999999999996,14.844039393107318,43571188.74766609,55609217.07443058,31271214.63812575,31528579.05839141,30721111.428035676,30987405.591685466 
 02/22  13:00:00,-40.00000000000001,3.9999999999999996,-18.0,-18.0,-18.0,-18.0,15.01140197061063,43882979.34008141,56885373.15138416,31618728.96151778,31883896.84326391,31097724.10420997,31372844.15841075 
 02/22  14:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.213169428531407,44181100.251687154,58111577.89517622,31952159.33906611,32224548.881936725,31440063.216425873,31722794.985249124 
 02/22  15:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.424520694475051,44301989.02981379,58422016.79202692,32073254.178033303,32351113.413694624,31557834.551487897,31846027.23522744 
 02/22  16:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.614076154519887,44277605.88513119,58106475.67562533,32024838.90258135,32305422.259165116,31502916.273522012,31793693.561199166 
 02/22  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.755390230040307,44204956.657946244,57695913.02570945,31927337.25190111,32208327.080489703,31398023.574512195,31689003.87337697 
 02/22  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.840717971629308,13374238.367196187,1849044.6661914978,31698282.482453573,31978094.45263539,31162144.812617823,31451695.233512096 
 02/22  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.870739059887583,13262980.637751793,1247616.6457716397,31347399.04688663,31625109.554684106,30804397.355201572,31091532.067558367 
 02/22  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.850137734434732,13180019.364084018,1011157.4406794079,30983183.39566776,31258052.79656424,30429614.48930661,30713495.14932051 
 02/22  21:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.000000000000004,-18.0,15.776199958240104,13073835.633175295,871075.3744244007,30624861.461714238,30894091.03694559,30058012.12751835,30335755.133888982 
 02/22  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.668913683224536,12972804.790254477,762802.9800376713,30249489.12785034,30512638.311298907,29670296.257231973,29941485.535432197 
 02/22  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.555061080867764,12890453.385996796,676133.2928218213,29894939.13122201,30153191.61029167,29305482.0619063,29571376.717390776 
 02/22  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.444910177395693,12824566.376984999,614134.6889537966,29818453.728359066,30072912.62076599,29220187.569702856,29481947.84702775 
 02/23  01:00:00,-40.00000000000001,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.341737221524454,12773694.736967515,571127.3652253278,29817718.773978062,30069309.583345987,29211987.15509463,29470598.019442614 
 02/23  02:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.250928052718223,12740332.209932514,534940.6660087943,29772447.172274053,30021993.04195589,29161672.588283308,29418041.64099421 
 02/23  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.17264173291368,12719984.4567258,510720.10864356224,29729732.816932168,29977775.082736436,29115849.366689727,29370584.928931016 
 02/23  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.104187225982644,12706802.64429941,494420.30794880027,29676562.88832605,29923479.842016634,29060503.289902,29314020.411324352 
 02/23  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.042223199595341,12697821.33268087,475113.9043924961,29675394.003532942,29921499.77529796,29057284.208891988,29309903.911145978 
 02/23  06:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.000000000000004,14.98496190831573,12690988.779666277,463044.04236519185,29663134.142817408,29908606.12119685,29043437.470908992,29295355.410069846 
 02/23  07:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,14.932880567423139,12685788.34743565,456123.27475941787,29618767.33441487,29863707.2056471,28998331.88877144,29249678.870002553 
 02/23  08:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,14.8861802968149,42005763.0545346,44548294.921174854,29600449.23065909,29845176.654101983,28979383.222454667,29230528.812174372 
 02/23  09:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.852824648893522,42151721.149283394,48272750.58964029,29634798.994406365,29881699.419723775,29023249.22119387,29276956.82283841 
 02/23  10:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.850146569964464,42264801.17485057,48807270.82302796,29760132.313659735,30012848.11126695,29177640.417302933,29438163.993087303 
 02/23  11:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.000000000000004,-18.0,14.892539265077751,42763281.69756143,51412152.78026078,30340071.93013929,30600077.54715897,29794155.74579574,30063216.277050573 
 02/23  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.984949821161727,43337433.68309375,54378030.84571049,31011738.429414317,31278954.423257194,30497441.68354877,30774815.08510998 
 02/23  13:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.126088141979274,43817999.37727694,56736148.2431844,31572263.477684774,31846129.45493342,31075809.400679562,31360500.294190153 
 02/23  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.301645167249605,44288776.788679615,59061631.982928395,32119663.995533418,32399108.67824058,31622309.674882144,31912650.147280294 
 02/23  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.490330357853923,44432710.3230578,59548689.60911501,32266837.72974065,32550252.997711595,31759246.839154094,32053324.25510014 
 02/23  16:00:00,-40.00000000000001,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.675483371414439,44358769.75665162,58818418.74803455,32143545.094708618,32429464.80012545,31626526.801445603,31922875.69219058 
 02/23  17:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.83623869735802,44241700.4199215,57972828.87185638,31972139.76286221,32259490.895228762,31447151.183857538,31744716.472158477 
 02/23  18:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.950261907131264,13410634.999974392,1897944.604110261,31728162.879181944,32015992.701028414,31195762.894096937,31493548.254073538 
 02/23  19:00:00,-40.0,4.000000000000001,-18.0,-18.000000000000004,-18.0,-17.999999999999996,16.003373919144714,13308828.945161462,1282599.3417045374,31414459.03240953,31701522.75361233,30874151.193930063,31170834.346901726 
 02/23  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.99083224088971,13222610.02845958,1052292.6221394904,31084156.15528124,31367561.3836113,30532410.679799154,30824993.689420056 
 02/23  21:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.000000000000004,15.915565033726134,13113816.943147117,914670.4320054762,30858629.85649228,31134736.35443969,30293873.06834522,30578655.23280858 
 02/23  22:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.808038780264718,13015018.107983362,810581.9441940024,30688463.541067246,30957020.00570547,30112356.86583808,30389135.82437676 
 02/23  23:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.695620099113876,12934943.276894443,727283.606018371,30539550.16142029,30801949.688848212,29954265.182306465,30224514.66526498 
 02/23  24:00:00,-40.0,4.0,-17.999999999999996,-17.999999999999996,-18.0,-17.999999999999996,15.585970055214146,12868231.692040548,658788.918846812,30336536.52475026,30594242.512138497,29743503.73811166,30008745.39997663 
 02/24  01:00:00,-39.99999999999999,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.479923844394783,12811675.887648968,603210.9476883139,30107477.15268964,30361624.008481957,29507680.0423114,29769091.730966773 
 02/24  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.379528772922534,12766474.145437445,557067.62106407,29880587.623492554,30132098.961841956,29275174.19795036,29533726.456569027 
 02/24  03:00:00,-40.0,4.000000000000001,-18.0,-17.999999999999996,-18.0,-17.999999999999996,15.287877795608976,12733165.112777716,518881.44978870515,29668014.023420956,29917596.037095983,29058143.109181985,29314586.21037369 
 02/24  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.20422070897959,12709297.416391712,486043.05341299484,29479435.536100935,29727510.397080842,28865936.384637907,29120723.915121615 
 02/24  05:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.127401720498279,12690518.481807848,455581.83408523403,29295087.438333977,29542043.693779856,28678424.579968907,28931963.646875277 
 02/24  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.054087979265844,12671901.910852436,428072.2927533351,29166277.38890474,29412390.649626933,28546379.688566845,28798946.965483915 
 02/24  07:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,14.981410196474743,12652270.32369163,410354.35544159595,29074392.867320508,29319690.797290716,28451022.317113254,28702640.12967111 
 02/24  08:00:00,-40.00000000000001,4.000000000000001,-17.999999999999996,-18.0,-18.0,-18.0,14.910020344954452,41443654.34951888,42104949.56790808,28985504.43033509,29230375.343304973,28359013.811309915,28610134.280724954 
 02/24  09:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,14.857719926294154,41926417.847853795,47555020.165210776,29414985.927488502,29663576.531558752,28803260.52161637,29058672.933040295 
 02/24  10:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,14.860381662846171,42623852.89758009,51230540.13191764,30220564.65511115,30478922.070854947,29654836.279229417,29921592.27014085 
 02/24  11:00:00,-40.0,4.0,-17.999999999999996,-18.0,-17.999999999999996,-18.0,14.940035805475292,43371682.26960426,54952375.94824978,31075557.87062764,31345148.395151787,30565612.690156855,30845503.332008414 
 02/24  12:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.08582510725717,43957382.37461939,57733934.09001256,31745882.835415922,32024513.953663044,31277717.03773322,31568098.161359515 
 02/24  13:00:00,-39.99999999999999,4.0,-18.0,-18.0,-18.0,-18.0,15.271711510076472,44399379.31676517,59811172.022230566,32257288.196087662,32542270.8342703,31805422.07289652,32102781.295486443 
 02/24  14:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,15.469823875743451,44817427.38432595,61857908.553207554,32742255.206392318,33031100.30121393,32281943.79952135,32582993.36516571 
 02/24  15:00:00,-39.99999999999999,4.0,-18.0,-17.999999999999996,-18.0,-18.0,15.668257912436339,44942576.38133679,62256719.92023752,32866223.583323006,33157320.657913428,32388411.517938174,32691238.253620435 
 02/24  16:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.862335516654682,44833327.21170927,61333306.662947126,32697033.714226596,32989795.030209117,32203772.98824651,32507834.166850083 
 02/24  17:00:00,-40.00000000000001,4.0,-18.000000000000004,-18.0,-18.0,-17.999999999999996,16.0371053978584,44677875.571022056,60233921.8935425,32472358.88910615,32766779.946522813,31966509.88002369,32271871.725205697 
 02/24  18:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.17041623702826,13498313.929959856,2028619.744439361,32167668.242473587,32463449.803672276,31651112.312882397,31957476.336774614 
 02/24  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.23822502760922,13395150.708979763,1359353.8371309997,31817251.518110175,32112907.678757794,31289880.164458912,31595690.795597807 
 02/24  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.22595052248106,13297655.770433892,1118921.6318929596,31432248.207238056,31723485.87195731,30891072.26012809,31191939.531965077 
 02/24  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.139196648436915,13174332.897254013,974157.9384389839,31141884.9603393,31424251.267622136,30585950.95061657,30877373.22033705 
 02/24  22:00:00,-40.0,4.0,-18.000000000000004,-18.0,-18.0,-18.0,16.017338048577468,13064173.772245217,865720.7333679106,30949358.58005949,31222826.089127924,30380815.83033522,30662831.451776907 
 02/24  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.892032356634665,12976755.955737885,778437.4446286585,30750420.66620599,31016679.279921982,30171834.82910028,30446230.424704958 
 02/24  24:00:00,-40.0,4.000000000000001,-17.999999999999996,-18.0,-18.0,-18.0,15.773193204801165,12907424.478221115,708863.5094425956,30538359.690260544,30798963.673662707,29951669.253775015,30220074.403216936 
 02/25  01:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.661758687368463,12851448.807260381,654646.163780087,30330158.226633728,30586319.064884417,29736671.876529086,30000353.170239713 
 02/25  02:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.559011575219321,12808394.392907,608991.7397711173,30107709.79576657,30360546.205753397,29508747.27531255,29768877.40536707 
 02/25  03:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.466257073348215,12776178.467659397,570012.7511820807,29922119.568744347,30172578.6575713,29318712.444177065,29576280.559470847 
 02/25  04:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.380186619927633,12750497.427115018,534611.1266885132,29750617.182237092,29999305.02662429,29143263.979800604,29398897.241329696 
 02/25  05:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.29831627101685,12727417.656385355,501000.9104726955,29587546.016980447,29834922.055473637,28976451.183467656,29230620.35723558 
 02/25  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.217857895284482,12703829.183141083,469334.1860576861,29472323.182347216,29718760.352721855,28857439.64374057,29110520.15958312 
 02/25  07:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.137280105650875,12679525.037561556,447870.3692368877,29401098.338478815,29646788.363470912,28782419.470816564,29034606.20274743 
 02/25  08:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.057616310276428,41735565.26955841,43598243.73814842,29326145.99895101,29571600.239594527,28704388.900744762,28956270.72706248 
 02/25  09:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.000000000000004,-18.0,14.998637507698339,42139286.76813475,48707964.19729679,29660382.920660473,29910498.486223288,29056916.83608099,29314148.391501706 
 02/25  10:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,14.9994819110673,42746001.91659775,51848482.672140345,30356523.622372232,30618198.73746259,29805725.169315424,30076317.620506756 
 02/25  11:00:00,-39.99999999999999,4.0,-18.000000000000004,-18.000000000000004,-18.0,-18.0,15.082603696943117,43396895.896019824,54979934.925155245,31094925.041223638,31369481.853393376,30604793.703307904,30890341.484334596 
 02/25  12:00:00,-40.0,4.000000000000001,-18.000000000000004,-18.000000000000004,-18.0,-18.0,15.235572447868591,43856361.03442976,57015426.02812865,31615783.426363315,31900788.80631628,31169085.909796145,31466597.708855666 
 02/25  13:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.42610047132115,44185428.51316439,58461857.50204126,31995401.879361026,32287082.21179768,31562888.551180877,31867637.966516994 
 02/25  14:00:00,-40.0,4.0,-18.0,-18.0,-18.000000000000004,-18.0,15.623048794118878,44509139.4630967,59895311.21579212,32359359.003245715,32654288.46353216,31913940.534259163,32221619.500814587 
 02/25  15:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,15.817017123723865,44604997.05400936,60174966.92744055,32453552.110237535,32749940.214330338,31985945.643614564,32294453.98287841 
 02/25  16:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.003913121629708,44552723.82613104,59676458.876072064,32362899.232915007,32660013.526169308,31876033.53512232,32184709.65720539 
 02/25  17:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-17.999999999999996,16.16655017646755,44484996.34558647,59127124.66582471,32246624.208135594,32544117.1263668,31744598.453718692,32053203.243529223 
 02/25  18:00:00,-40.0,4.0,-18.0,-18.0,-17.999999999999996,-18.0,16.285608047536634,13505076.750678696,2062082.180003697,31991751.87583903,32289573.598115657,31477730.15647137,31786254.838213347 
 02/25  19:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.34607681418049,13403386.434667135,1362123.1024971409,31647600.03299749,31945465.1143006,31122364.51565592,31430488.34173406 
 02/25  20:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.331377775158852,13304807.906218888,1108097.3379141523,31264451.777629185,31558603.161716346,30724443.212733362,31028293.225276448 
 02/25  21:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,16.233234551382797,13169416.722573295,951829.8336481554,30933521.422490623,31218293.407940663,30376672.44798415,30670492.92927111 
 02/25  22:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,16.089632750167222,13041593.86124718,830997.0201474131,30696839.816150744,30971517.22640288,30124881.288581196,30408009.316765994 
 02/25  23:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.938844181141322,12939221.216789301,734361.0123959528,30496606.814461775,30763067.85760256,29912554.87317559,30186979.66589959 
 02/25  24:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.795892034024796,12859737.905488761,657827.609908603,30289307.504842445,30549546.720056184,29695680.308421433,29963493.94065184 
 02/26  01:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.663559779651303,12798081.37010215,595666.0852555401,30101865.757703133,30357465.442602254,29500608.920396134,29763470.044385202 
 02/26  02:00:00,-40.0,4.0,-18.0,-18.000000000000004,-18.0,-18.0,15.542417024647156,12751218.175161034,544287.7541291876,29918782.610746134,30170955.44411477,29311530.538531564,29570715.092414755 
 02/26  03:00:00,-39.99999999999999,4.0,-18.0,-17.999999999999996,-18.0,-18.000000000000004,15.431919160392894,12715592.720597679,500788.0189833825,29774536.79356558,30024177.38181935,29162521.195566416,29418971.34151183 
 02/26  04:00:00,-40.0,4.0,-17.999999999999996,-18.0,-18.0,-18.0,15.329651301429676,12686644.747484118,465710.6998311857,29693054.03718967,29940775.84831973,29076920.889775507,29331280.164149914 
 02/26  05:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.233633448159937,12661865.80844652,437128.1071794721,29608000.62177769,29854235.17068104,28988155.725203454,29240874.879795063 
 02/26  06:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.143528884247624,12642177.518810924,411541.2153539883,29510205.386363596,29755301.043291774,28887355.570690528,29138810.886587232 
 02/26  07:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,15.05971335598605,12627663.994550843,398586.07882113603,29440676.06968119,29684925.20700255,28815536.06846726,29066047.522404734 
 02/26  08:00:00,-40.0,4.0,-18.0,-17.999999999999996,-18.0,-18.0,14.983379906500375,41770633.61554937,43876229.340877675,29370937.406730596,29614903.89907244,28744180.43087282,28994387.200677924 
 02/26  09:00:00,-40.00000000000001,4.0,-18.0,-18.0,-18.0,-18.0,14.931391295518717,42175787.62696279,49017290.8337112,29709297.981711417,29956821.86361849,29097849.4482674,29352204.383161657 
 02/26  10:00:00,-40.0,4.000000000000001,-17.999999999999996,-18.0,-18.0,-18.0,14.93712233388473,42739655.576972894,51928099.53057621,30357331.315391902,30614326.098122112,29792001.57311798,30057406.803825643 
 02/26  11:00:00,-40.00000000000001,4.0,-18.000000000000004,-18.0,-17.999999999999996,-18.0,15.020175493225155,43353944.57463246,54898334.87436315,31055780.14838712,31324333.968312096,30547394.222481705,30826297.74621393 
 02/26  12:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.000000000000004,15.16873450688846,43831608.5262948,57065230.56880942,31597470.96376643,31875803.39802895,31132762.149689764,31422961.55314653 
 02/26  13:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.360447725981587,44233281.41778309,58767048.88990127,32045922.559894145,32331438.952899717,31600077.179395325,31898176.527413376 
 02/26  14:00:00,-40.0,4.0,-18.0,-18.0,-18.0,-18.0,15.57457746623354,44614346.958125606,60414584.23102169,32470716.660728194,32761589.684740797,32018324.993015997,32321680.793733966 
 02/26  15:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,15.799166577715022,44692623.50884353,60559587.28821967,32545142.753927857,32840317.395299017,32075279.977426767,32382481.544243027 
 02/26  16:00:00,-40.0,4.000000000000001,-18.0,-18.0,-18.0,-18.0,16.02168261189522,44574457.18856485,59626937.417314276,32370637.080510825,32669541.326057706,31883954.64908939,32194434.342154264 
